freq,Reach,Date,dominant_veg,ltbg,system
3,I-35,11/1/2000,Cabomba,7,San Marcos
7,I-35,11/1/2000,Cabomba,7,San Marcos
1,I-35,11/1/2000,Hydrilla,NA,San Marcos
7,City Park,10/31/2000,Hygrophila,NA,San Marcos
5,City Park,10/31/2000,Hygrophila,NA,San Marcos
16,City Park,10/31/2000,Hydrilla,NA,San Marcos
12,City Park,10/31/2000,Hydrilla,NA,San Marcos
14,City Park,10/31/2000,Potamogeton,5,San Marcos
39,City Park,10/31/2000,Potamogeton,5,San Marcos
1,I-35,10/26/2001,Hygrophila,NA,San Marcos
9,I-35,10/26/2001,Hygrophila,NA,San Marcos
13,I-35,10/26/2001,Cabomba,7,San Marcos
13,I-35,10/26/2001,Cabomba,7,San Marcos
5,City Park,10/25/2001,Hygrophila,NA,San Marcos
3,City Park,10/25/2001,Hygrophila,NA,San Marcos
9,City Park,10/25/2001,Hydrilla,NA,San Marcos
5,City Park,10/25/2001,Hydrilla,NA,San Marcos
1,City Park,10/25/2001,Potamogeton,5,San Marcos
8,City Park,10/25/2001,Potamogeton,5,San Marcos
12,I-35,12/7/2001,Hygrophila,NA,San Marcos
6,I-35,12/7/2001,Hygrophila,NA,San Marcos
6,I-35,12/7/2001,Cabomba,7,San Marcos
4,I-35,12/7/2001,Cabomba,7,San Marcos
6,I-35,12/7/2001,Hydrilla,NA,San Marcos
1,I-35,12/7/2001,Hydrilla,NA,San Marcos
2,City Park,12/6/2001,Hygrophila,NA,San Marcos
4,City Park,12/6/2001,Hygrophila,NA,San Marcos
2,City Park,12/6/2001,Hydrilla,NA,San Marcos
6,I-35,2/15/2002,Hygrophila,NA,San Marcos
2,I-35,2/15/2002,Hygrophila,NA,San Marcos
2,I-35,2/15/2002,Cabomba,7,San Marcos
6,I-35,2/15/2002,Cabomba,7,San Marcos
1,I-35,2/15/2002,Hydrilla,NA,San Marcos
2,City Park,2/14/2002,Hygrophila,NA,San Marcos
3,City Park,2/14/2002,Hydrilla,NA,San Marcos
2,City Park,2/14/2002,Potamogeton/Hygrophila,NA,San Marcos
27,I-35,5/10/2002,Hygrophila,NA,San Marcos
13,I-35,5/10/2002,Cabomba,7,San Marcos
22,I-35,5/10/2002,Cabomba,7,San Marcos
2,I-35,5/10/2002,Hydrilla,NA,San Marcos
3,I-35,5/10/2002,Hydrilla,NA,San Marcos
8,City Park,5/9/2002,Hygrophila,NA,San Marcos
1,City Park,5/9/2002,Hygrophila,NA,San Marcos
4,City Park,5/9/2002,Hydrilla,NA,San Marcos
7,City Park,5/9/2002,Potamogeton/Hygrophila,NA,San Marcos
25,City Park,5/9/2002,Potamogeton/Hygrophila,NA,San Marcos
1,I-35,7/25/2002,Hygrophila,NA,San Marcos
9,I-35,7/25/2002,Hygrophila,NA,San Marcos
20,I-35,7/25/2002,Cabomba,7,San Marcos
7,I-35,7/25/2002,Cabomba,7,San Marcos
4,I-35,7/25/2002,Hydrilla,NA,San Marcos
3,I-35,7/25/2002,Hydrilla,NA,San Marcos
6,City Park,7/25/2002,Hygrophila,NA,San Marcos
7,City Park,7/25/2002,Hydrilla,NA,San Marcos
2,City Park,7/25/2002,Potamogeton/Hygrophila,NA,San Marcos
1,City Park,7/25/2002,Potamogeton/Hygrophila,NA,San Marcos
8,I-35,11/11/2002,Hygrophila,NA,San Marcos
2,I-35,11/11/2002,Hygrophila,NA,San Marcos
3,I-35,11/11/2002,Cabomba,7,San Marcos
4,I-35,11/11/2002,Cabomba,7,San Marcos
1,I-35,11/11/2002,Hydrilla,NA,San Marcos
2,I-35,11/11/2002,Hydrilla,NA,San Marcos
5,City Park,11/1/2002,Hygrophila,NA,San Marcos
2,City Park,11/1/2002,Hygrophila,NA,San Marcos
11,City Park,11/1/2002,Hydrilla,NA,San Marcos
6,City Park,11/1/2002,Hydrilla,NA,San Marcos
5,City Park,11/1/2002,Potamogeton/Hygrophila,NA,San Marcos
3,City Park,11/1/2002,Potamogeton/Hygrophila,NA,San Marcos
10,I-35,4/16/2003,Hygrophila,NA,San Marcos
4,I-35,4/16/2003,Hygrophila,NA,San Marcos
3,I-35,4/16/2003,Cabomba,7,San Marcos
14,I-35,4/16/2003,Cabomba,7,San Marcos
9,I-35,4/16/2003,Hydrilla,NA,San Marcos
3,I-35,4/16/2003,Hydrilla,NA,San Marcos
2,City Park,4/15/2003,Hygrophila,NA,San Marcos
1,City Park,4/15/2003,Hygrophila,NA,San Marcos
5,City Park,4/15/2003,Hydrilla,NA,San Marcos
3,City Park,4/15/2003,Hydrilla,NA,San Marcos
6,City Park,4/15/2003,Potamogeton/Hygrophila,NA,San Marcos
6,City Park,4/15/2003,Potamogeton/Hygrophila,NA,San Marcos
13,I-35,8/13/2003,Hygrophila,NA,San Marcos
15,I-35,8/13/2003,Hygrophila,NA,San Marcos
20,I-35,8/13/2003,Cabomba,7,San Marcos
11,I-35,8/13/2003,Cabomba,7,San Marcos
3,I-35,8/13/2003,Hydrilla,NA,San Marcos
7,City Park,8/11/2003,Hygrophila,NA,San Marcos
17,City Park,8/11/2003,Hygrophila,NA,San Marcos
2,City Park,8/11/2003,Hydrilla,NA,San Marcos
1,City Park,8/11/2003,Hydrilla,NA,San Marcos
21,City Park,8/11/2003,Potamogeton/Hygrophila,NA,San Marcos
4,City Park,8/11/2003,Potamogeton/Hygrophila,NA,San Marcos
3,I-35,10/31/2003,Hygrophila,NA,San Marcos
1,I-35,10/31/2003,Cabomba,7,San Marcos
5,I-35,10/31/2003,Cabomba,7,San Marcos
1,I-35,10/31/2003,Hydrilla,NA,San Marcos
4,I-35,10/31/2003,Hydrilla,NA,San Marcos
3,City Park,10/30/2003,Hygrophila,NA,San Marcos
1,City Park,10/30/2003,Hygrophila,NA,San Marcos
8,City Park,10/30/2003,Hydrilla,NA,San Marcos
1,City Park,10/30/2003,Potamogeton/Hygrophila,NA,San Marcos
1,City Park,10/30/2003,Potamogeton/Hygrophila,NA,San Marcos
8,I-35,4/20/2004,Hygrophila,NA,San Marcos
14,I-35,4/20/2004,Hygrophila,NA,San Marcos
13,I-35,4/20/2004,Cabomba,7,San Marcos
8,I-35,4/20/2004,Cabomba,7,San Marcos
7,I-35,4/20/2004,Hydrilla,NA,San Marcos
5,I-35,4/20/2004,Hydrilla,NA,San Marcos
5,City Park,4/19/2004,Hygrophila,NA,San Marcos
5,City Park,4/19/2004,Hygrophila,NA,San Marcos
6,City Park,4/19/2004,Hydrilla,NA,San Marcos
1,City Park,4/19/2004,Hydrilla,NA,San Marcos
2,City Park,4/19/2004,Potamogeton/Hygrophila,NA,San Marcos
5,City Park,4/19/2004,Potamogeton/Hygrophila,NA,San Marcos
11,I-35,8/4/2004,Hygrophila,NA,San Marcos
14,I-35,8/4/2004,Hygrophila,NA,San Marcos
1,I-35,8/4/2004,Cabomba,7,San Marcos
2,I-35,8/4/2004,Cabomba,7,San Marcos
2,I-35,8/4/2004,Hydrilla,NA,San Marcos
3,I-35,8/4/2004,Hydrilla,NA,San Marcos
6,City Park,8/3/2004,Hygrophila,NA,San Marcos
1,City Park,8/3/2004,Hygrophila,NA,San Marcos
1,City Park,8/3/2004,Hydrilla,NA,San Marcos
4,City Park,8/3/2004,Hydrilla,NA,San Marcos
5,City Park,8/3/2004,Potamogeton/Hygrophila,NA,San Marcos
21,City Park,8/3/2004,Potamogeton/Hygrophila,NA,San Marcos
3,I-35,4/19/2005,Hygrophila,NA,San Marcos
12,I-35,4/19/2005,Cabomba,7,San Marcos
7,I-35,4/19/2005,Cabomba,7,San Marcos
1,I-35,4/19/2005,Hydrilla,NA,San Marcos
1,I-35,4/19/2005,Hydrilla,NA,San Marcos
3,City Park,4/18/2005,Hydrilla,NA,San Marcos
1,City Park,4/18/2005,Potamogeton/Hygrophila,NA,San Marcos
7,City Park,4/18/2005,Potamogeton/Hygrophila,NA,San Marcos
9,I-35,10/6/2005,Hygrophila,NA,San Marcos
13,I-35,10/6/2005,Hygrophila,NA,San Marcos
3,I-35,10/6/2005,Cabomba,7,San Marcos
4,I-35,10/6/2005,Cabomba,7,San Marcos
3,I-35,10/6/2005,Hydrilla,NA,San Marcos
4,City Park,10/5/2005,Hygrophila,NA,San Marcos
3,City Park,10/5/2005,Hygrophila,NA,San Marcos
12,City Park,10/5/2005,Hydrilla,NA,San Marcos
8,City Park,10/5/2005,Hydrilla,NA,San Marcos
11,City Park,10/5/2005,Potamogeton/Hygrophila,NA,San Marcos
8,I-35,4/26/2006,Hygrophila,NA,San Marcos
11,I-35,4/26/2006,Cabomba,7,San Marcos
10,I-35,4/26/2006,Cabomba,7,San Marcos
1,I-35,4/26/2006,Hydrilla,NA,San Marcos
15,I-35,4/26/2006,Hydrilla,NA,San Marcos
10,City Park,4/25/2006,Hygrophila,NA,San Marcos
4,City Park,4/25/2006,Hygrophila,NA,San Marcos
24,City Park,4/25/2006,Hydrilla,NA,San Marcos
4,City Park,4/25/2006,Hydrilla,NA,San Marcos
8,City Park,4/25/2006,Potamogeton/Hygrophila,NA,San Marcos
13,City Park,4/25/2006,Potamogeton/Hygrophila,NA,San Marcos
3,I-35,7/28/2006,Hygrophila,NA,San Marcos
8,I-35,7/28/2006,Hygrophila,NA,San Marcos
7,I-35,7/28/2006,Cabomba,7,San Marcos
6,I-35,7/28/2006,Cabomba,7,San Marcos
3,I-35,7/28/2006,Hydrilla,NA,San Marcos
6,I-35,7/28/2006,Hydrilla,NA,San Marcos
5,City Park,7/27/2006,Hygrophila,NA,San Marcos
11,City Park,7/27/2006,Hygrophila,NA,San Marcos
2,City Park,7/27/2006,Open,NA,San Marcos
44,City Park,7/27/2006,Hydrilla,NA,San Marcos
16,City Park,7/27/2006,Hydrilla,NA,San Marcos
9,City Park,7/27/2006,Potamogeton/Hygrophila,NA,San Marcos
6,City Park,7/27/2006,Potamogeton/Hygrophila,NA,San Marcos
5,I-35,9/20/2006,Hygrophila,NA,San Marcos
29,I-35,9/20/2006,Hydrilla,NA,San Marcos
19,I-35,9/20/2006,Cabomba,7,San Marcos
19,I-35,9/20/2006,Cabomba,7,San Marcos
4,I-35,9/20/2006,Hydrilla,NA,San Marcos
14,City Park,9/19/2006,Hygrophila,NA,San Marcos
11,City Park,9/19/2006,Hygrophila,NA,San Marcos
16,City Park,9/19/2006,Hydrilla,NA,San Marcos
5,City Park,9/19/2006,Hydrilla,NA,San Marcos
24,City Park,9/19/2006,Potamogeton/Hygrophila,NA,San Marcos
5,City Park,9/19/2006,Potamogeton/Hygrophila,NA,San Marcos
3,I-35,11/21/2006,Hygrophila,NA,San Marcos
7,I-35,11/21/2006,Hygrophila,NA,San Marcos
26,I-35,11/21/2006,Cabomba,7,San Marcos
15,I-35,11/21/2006,Cabomba,7,San Marcos
1,I-35,11/21/2006,Hydrilla,NA,San Marcos
4,I-35,11/21/2006,Hydrilla,NA,San Marcos
4,City Park,11/20/2006,Hygrophila,NA,San Marcos
10,City Park,11/20/2006,Hygrophila,NA,San Marcos
5,City Park,11/20/2006,Hydrilla,NA,San Marcos
3,City Park,11/20/2006,Hydrilla,NA,San Marcos
14,City Park,11/20/2006,Potamogeton/Hygrophila,NA,San Marcos
4,City Park,11/20/2006,Potamogeton/Hygrophila,NA,San Marcos
62,I-35,4/26/2007,Hygrophila,NA,San Marcos
22,I-35,4/26/2007,Hygrophila,NA,San Marcos
50,I-35,4/26/2007,Cabomba,7,San Marcos
6,I-35,4/26/2007,Cabomba,7,San Marcos
4,I-35,4/26/2007,Hydrilla,NA,San Marcos
6,I-35,4/26/2007,Hydrilla,NA,San Marcos
29,City Park,4/25/2007,Hygrophila,NA,San Marcos
44,City Park,4/25/2007,Hygrophila,NA,San Marcos
115,City Park,4/25/2007,Hydrilla,NA,San Marcos
241,City Park,4/25/2007,Hydrilla,NA,San Marcos
18,City Park,4/25/2007,Potamogeton/Hygrophila,NA,San Marcos
19,City Park,4/25/2007,Potamogeton/Hygrophila,NA,San Marcos
6,I-35,10/16/2007,Hygrophila,NA,San Marcos
15,I-35,10/16/2007,Hygrophila,NA,San Marcos
17,I-35,10/16/2007,Cabomba,7,San Marcos
13,I-35,10/16/2007,Cabomba,7,San Marcos
11,I-35,10/16/2007,Hydrilla,NA,San Marcos
7,City Park,10/15/2007,Hygrophila,NA,San Marcos
11,City Park,10/15/2007,Hygrophila,NA,San Marcos
1,City Park,10/15/2007,Open,NA,San Marcos
43,City Park,10/15/2007,Hydrilla,NA,San Marcos
10,City Park,10/15/2007,Hydrilla,NA,San Marcos
4,City Park,10/15/2007,Potamogeton/Hygrophila,NA,San Marcos
10,City Park,10/15/2007,Potamogeton/Hygrophila,NA,San Marcos
4,I-35,4/29/2008,Hygrophila,NA,San Marcos
1,I-35,4/29/2008,Hygrophila,NA,San Marcos
51,I-35,4/29/2008,Cabomba,7,San Marcos
43,I-35,4/29/2008,Cabomba,7,San Marcos
1,City Park,4/28/2008,Hygrophila,NA,San Marcos
7,City Park,4/28/2008,Hygrophila,NA,San Marcos
21,City Park,4/28/2008,Hydrilla,NA,San Marcos
15,City Park,4/28/2008,Hydrilla,NA,San Marcos
13,City Park,4/28/2008,Potamogeton/Hygrophila,NA,San Marcos
2,City Park,4/28/2008,Potamogeton/Hygrophila,NA,San Marcos
13,I-35,10/31/2008,Hygrophila,NA,San Marcos
10,I-35,10/31/2008,Hygrophila,NA,San Marcos
1,I-35,10/31/2008,Open,NA,San Marcos
18,I-35,10/31/2008,Cabomba,7,San Marcos
20,I-35,10/31/2008,Cabomba,7,San Marcos
5,I-35,10/31/2008,Hydrilla,NA,San Marcos
1,I-35,10/31/2008,Hydrilla,NA,San Marcos
29,City Park,10/30/2008,Hygrophila,NA,San Marcos
10,City Park,10/30/2008,Hygrophila,NA,San Marcos
14,City Park,10/30/2008,Hydrilla,NA,San Marcos
26,City Park,10/30/2008,Hydrilla,NA,San Marcos
12,City Park,10/30/2008,Potamogeton/Hygrophila,NA,San Marcos
23,City Park,10/30/2008,Potamogeton/Hygrophila,NA,San Marcos
5,I-35,1/13/2009,Hygrophila,NA,San Marcos
4,I-35,1/13/2009,Hygrophila,NA,San Marcos
13,I-35,1/13/2009,Cabomba,7,San Marcos
4,I-35,1/13/2009,Cabomba,7,San Marcos
4,I-35,1/13/2009,Hydrilla,NA,San Marcos
6,I-35,1/13/2009,Hydrilla,NA,San Marcos
10,City Park,1/12/2009,Hygrophila,NA,San Marcos
6,City Park,1/12/2009,Hygrophila,NA,San Marcos
29,City Park,1/12/2009,Hydrilla,NA,San Marcos
26,City Park,1/12/2009,Hydrilla,NA,San Marcos
4,City Park,1/12/2009,Potamogeton/Hygrophila,NA,San Marcos
18,City Park,1/12/2009,Potamogeton/Hygrophila,NA,San Marcos
10,I-35,4/7/2009,Hygrophila,NA,San Marcos
29,I-35,4/7/2009,Hygrophila,NA,San Marcos
42,I-35,4/7/2009,Cabomba,7,San Marcos
34,I-35,4/7/2009,Cabomba,7,San Marcos
8,I-35,4/7/2009,Hydrilla,NA,San Marcos
4,I-35,4/7/2009,Hydrilla,NA,San Marcos
14,City Park,4/6/2009,Hygrophila,NA,San Marcos
7,City Park,4/6/2009,Hygrophila,NA,San Marcos
22,City Park,4/6/2009,Hydrilla,NA,San Marcos
8,City Park,4/6/2009,Hydrilla,NA,San Marcos
4,City Park,4/6/2009,Potamogeton/Hygrophila,NA,San Marcos
36,City Park,4/6/2009,Potamogeton/Hygrophila,NA,San Marcos
15,I-35,5/12/2009,Hygrophila,NA,San Marcos
23,I-35,5/12/2009,Hygrophila,NA,San Marcos
20,I-35,5/12/2009,Cabomba,7,San Marcos
30,I-35,5/12/2009,Cabomba,7,San Marcos
9,I-35,5/12/2009,Hydrilla,NA,San Marcos
13,I-35,5/12/2009,Hydrilla,NA,San Marcos
3,City Park,5/11/2009,Hygrophila,NA,San Marcos
6,City Park,5/11/2009,Hygrophila,NA,San Marcos
31,City Park,5/11/2009,Hydrilla,NA,San Marcos
21,City Park,5/11/2009,Hydrilla,NA,San Marcos
4,City Park,5/11/2009,Potamogeton/Hygrophila,NA,San Marcos
12,City Park,5/11/2009,Potamogeton/Hygrophila,NA,San Marcos
44,I-35,6/26/2009,Hygrophila,NA,San Marcos
28,I-35,6/26/2009,Hygrophila,NA,San Marcos
31,I-35,6/26/2009,Cabomba,7,San Marcos
34,I-35,6/26/2009,Cabomba,7,San Marcos
13,I-35,6/26/2009,Hydrilla,NA,San Marcos
21,I-35,6/26/2009,Hydrilla,NA,San Marcos
16,City Park,6/25/2009,Hygrophila,NA,San Marcos
13,City Park,6/25/2009,Hygrophila,NA,San Marcos
19,City Park,6/25/2009,Hydrilla,NA,San Marcos
47,City Park,6/25/2009,Hydrilla,NA,San Marcos
27,City Park,6/25/2009,Potamogeton/Hygrophila,NA,San Marcos
14,City Park,6/25/2009,Potamogeton/Hygrophila,NA,San Marcos
12,I-35,10/16/2009,Hygrophila,NA,San Marcos
7,I-35,10/16/2009,Hygrophila,NA,San Marcos
23,I-35,10/16/2009,Cabomba,7,San Marcos
24,I-35,10/16/2009,Cabomba,7,San Marcos
6,I-35,10/16/2009,Hydrilla,NA,San Marcos
3,I-35,10/16/2009,Hydrilla,NA,San Marcos
38,City Park,10/15/2009,Hygrophila,NA,San Marcos
25,City Park,10/15/2009,Hygrophila,NA,San Marcos
29,City Park,10/15/2009,Hydrilla,NA,San Marcos
21,City Park,10/15/2009,Hydrilla,NA,San Marcos
12,City Park,10/15/2009,Potamogeton/Hygrophila,NA,San Marcos
13,City Park,10/15/2009,Potamogeton/Hygrophila,NA,San Marcos
5,I-35,4/30/2010,Hygrophila,NA,San Marcos
41,I-35,4/30/2010,Hygrophila,NA,San Marcos
23,I-35,4/30/2010,Cabomba,7,San Marcos
23,I-35,4/30/2010,Cabomba,7,San Marcos
21,I-35,4/30/2010,Hydrilla,NA,San Marcos
2,City Park,4/29/2010,Hygrophila,NA,San Marcos
7,City Park,4/29/2010,Hygrophila,NA,San Marcos
1,City Park,4/29/2010,Open,NA,San Marcos
41,City Park,4/29/2010,Hydrilla,NA,San Marcos
30,City Park,4/29/2010,Hydrilla,NA,San Marcos
3,City Park,4/29/2010,Potamogeton/Hygrophila,NA,San Marcos
2,City Park,4/29/2010,Potamogeton/Hygrophila,NA,San Marcos
2,I-35,10/28/2010,Hygrophila,NA,San Marcos
1,I-35,10/28/2010,Hygrophila,NA,San Marcos
1,I-35,10/28/2010,Open,NA,San Marcos
24,I-35,10/28/2010,Cabomba,7,San Marcos
12,I-35,10/28/2010,Cabomba,7,San Marcos
5,I-35,10/28/2010,Hydrilla,NA,San Marcos
10,City Park,10/27/2010,Hygrophila,NA,San Marcos
7,City Park,10/27/2010,Hygrophila,NA,San Marcos
27,City Park,10/27/2010,Hydrilla,NA,San Marcos
3,City Park,10/27/2010,Hydrilla,NA,San Marcos
4,City Park,10/27/2010,Potamogeton/Hygrophila,NA,San Marcos
3,City Park,10/27/2010,Potamogeton/Hygrophila,NA,San Marcos
14,I-35,4/29/2011,Hygrophila,NA,San Marcos
3,I-35,4/29/2011,Hygrophila,NA,San Marcos
16,I-35,4/29/2011,Cabomba,7,San Marcos
52,I-35,4/29/2011,Cabomba,7,San Marcos
24,I-35,4/29/2011,Hydrilla,NA,San Marcos
8,City Park,4/28/2011,Hygrophila,NA,San Marcos
2,City Park,4/28/2011,Hygrophila,NA,San Marcos
4,City Park,4/28/2011,Hydrilla,NA,San Marcos
39,City Park,4/28/2011,Hydrilla,NA,San Marcos
7,City Park,4/28/2011,Potamogeton/Hygrophila,NA,San Marcos
13,I-35,9/20/2011,Hygrophila,NA,San Marcos
4,I-35,9/20/2011,Hygrophila,NA,San Marcos
24,I-35,9/20/2011,Cabomba,7,San Marcos
11,I-35,9/20/2011,Hygrophila,NA,San Marcos
5,I-35,9/20/2011,Hydrilla,NA,San Marcos
21,I-35,9/20/2011,Hydrilla,NA,San Marcos
3,City Park,9/19/2011,Hygrophila,NA,San Marcos
10,City Park,9/19/2011,Hydrilla,NA,San Marcos
43,City Park,9/19/2011,Hydrilla,NA,San Marcos
25,City Park,9/19/2011,Hydrilla,NA,San Marcos
2,City Park,9/19/2011,Potamogeton/Hygrophila,NA,San Marcos
9,City Park,9/19/2011,Potamogeton/Hygrophila,NA,San Marcos
17,City Park,11/7/2011,Hygrophila,NA,San Marcos
7,City Park,11/7/2011,Hygrophila,NA,San Marcos
7,City Park,11/7/2011,Open,NA,San Marcos
6,City Park,11/7/2011,Hydrilla,NA,San Marcos
13,City Park,11/7/2011,Hydrilla,NA,San Marcos
8,City Park,11/7/2011,Potamogeton/Hygrophila,NA,San Marcos
16,City Park,11/7/2011,Potamogeton/Hygrophila,NA,San Marcos
17,I-35,11/8/2011,Hygrophila,NA,San Marcos
4,I-35,11/8/2011,Hygrophila,NA,San Marcos
53,I-35,11/8/2011,Cabomba,7,San Marcos
18,I-35,11/8/2011,Cabomba,7,San Marcos
16,I-35,11/8/2011,Hydrilla,NA,San Marcos
1,I-35,11/8/2011,Hydrilla,NA,San Marcos
3,City Park,5/7/2012,Potamogeton/Hygrophila,NA,San Marcos
6,City Park,5/7/2012,Potamogeton/Hygrophila,NA,San Marcos
11,City Park,5/7/2012,Hydrilla,NA,San Marcos
42,City Park,5/7/2012,Hydrilla,NA,San Marcos
10,City Park,5/7/2012,Hygrophila,NA,San Marcos
9,City Park,5/7/2012,Hygrophila,NA,San Marcos
8,I-35,5/7/2012,Hygrophila,NA,San Marcos
11,I-35,5/7/2012,Hygrophila,NA,San Marcos
16,I-35,5/7/2012,Cabomba,7,San Marcos
26,I-35,5/7/2012,Cabomba,7,San Marcos
11,City Park,10/29/2012,Hygrophila,NA,San Marcos
11,City Park,10/29/2012,Hygrophila,NA,San Marcos
12,City Park,10/29/2012,Hydrilla,NA,San Marcos
6,City Park,10/29/2012,Hydrilla,NA,San Marcos
10,City Park,10/29/2012,Potamogeton/Hygrophila,NA,San Marcos
5,City Park,10/29/2012,Potamogeton/Hygrophila,NA,San Marcos
2,I-35,10/29/2012,Hygrophila,NA,San Marcos
4,I-35,10/29/2012,Hygrophila,NA,San Marcos
1,I-35,10/29/2012,Open,NA,San Marcos
2,I-35,10/29/2012,Open,NA,San Marcos
5,I-35,10/29/2012,Cabomba,7,San Marcos
3,I-35,10/29/2012,Cabomba,7,San Marcos
6,I-35,10/29/2012,Hydrilla,NA,San Marcos
5,I-35,10/29/2012,Hydrilla,NA,San Marcos
5,City Park,5/2/2013,Hygrophila,NA,San Marcos
20,City Park,5/2/2013,Hygrophila,NA,San Marcos
9,City Park,5/2/2013,Potamogeton/Hygrophila,NA,San Marcos
21,City Park,5/2/2013,Potamogeton/Hygrophila,NA,San Marcos
31,City Park,5/2/2013,Hydrilla,NA,San Marcos
76,City Park,5/2/2013,Hydrilla,NA,San Marcos
14,City Park,5/2/2013,Sagittaria,1,San Marcos
13,City Park,5/2/2013,Sagittaria,1,San Marcos
1,I-35,5/2/2013,Sagittaria,1,San Marcos
18,I-35,5/2/2013,Sagittaria,1,San Marcos
1,I-35,5/2/2013,Hydrilla,NA,San Marcos
6,I-35,5/2/2013,Hydrilla,NA,San Marcos
8,I-35,5/2/2013,Hygrophila,NA,San Marcos
5,I-35,5/2/2013,Cabomba,7,San Marcos
8,I-35,5/2/2013,Cabomba,7,San Marcos
7,Spring Lake Dam,5/6/2013,Potamogeton,5,San Marcos
2,Spring Lake Dam,5/6/2013,Potamogeton,5,San Marcos
32,Spring Lake Dam,5/6/2013,Vallisneria,NA,San Marcos
35,Spring Lake Dam,5/6/2013,Vallisneria,NA,San Marcos
9,Spring Lake Dam,5/6/2013,Hydrilla,NA,San Marcos
14,Spring Lake Dam,5/6/2013,Hydrilla,NA,San Marcos
5,Spring Lake Dam,5/6/2013,Hygrophila,NA,San Marcos
6,Spring Lake Dam,5/6/2013,Hygrophila,NA,San Marcos
20,City Park,10/14/2013,Potamogeton/Hygrophila,NA,San Marcos
1,City Park,10/14/2013,Potamogeton/Hygrophila,NA,San Marcos
6,City Park,10/14/2013,Hygrophila,NA,San Marcos
15,City Park,10/14/2013,Hygrophila,NA,San Marcos
8,City Park,10/14/2013,Hydrilla,NA,San Marcos
18,City Park,10/14/2013,Hydrilla,NA,San Marcos
11,City Park,10/14/2013,Sagittaria,1,San Marcos
1,City Park,10/14/2013,Sagittaria,1,San Marcos
3,I-35,10/15/2013,Sagittaria,1,San Marcos
2,I-35,10/15/2013,Sagittaria,1,San Marcos
2,I-35,10/15/2013,Hydrilla,NA,San Marcos
2,I-35,10/15/2013,Hydrilla,NA,San Marcos
7,I-35,10/15/2013,Hygrophila,NA,San Marcos
4,I-35,10/15/2013,Hygrophila,NA,San Marcos
3,I-35,10/15/2013,Cabomba,7,San Marcos
5,I-35,10/15/2013,Cabomba,7,San Marcos
3,Spring Lake Dam,10/15/2013,Vallisneria,NA,San Marcos
32,Spring Lake Dam,10/15/2013,Vallisneria,NA,San Marcos
1,Spring Lake Dam,10/15/2013,Potamogeton,5,San Marcos
3,Spring Lake Dam,10/15/2013,Hygrophila,NA,San Marcos
1,Spring Lake Dam,10/15/2013,Hygrophila,NA,San Marcos
2,Spring Lake Dam,10/15/2013,Hydrilla,NA,San Marcos
2,Spring Lake Dam,10/15/2013,Hydrilla,NA,San Marcos
2,City Park,4/30/2014,Hygrophila,NA,San Marcos
11,City Park,4/30/2014,Hygrophila,NA,San Marcos
17,City Park,4/30/2014,Hydrilla,NA,San Marcos
5,City Park,4/30/2014,Hydrilla,NA,San Marcos
24,City Park,4/30/2014,Sagittaria,1,San Marcos
35,City Park,4/30/2014,Potamogeton/Hygrophila,NA,San Marcos
34,City Park,4/30/2014,Potamogeton/Hygrophila,NA,San Marcos
27,I-35,5/1/2014,Hydrilla,NA,San Marcos
26,I-35,5/1/2014,Hydrilla,NA,San Marcos
15,I-35,5/1/2014,Cabomba,7,San Marcos
6,I-35,5/1/2014,Hygrophila,NA,San Marcos
3,I-35,5/1/2014,Ludwigia,7,San Marcos
6,I-35,5/1/2014,Ludwigia,7,San Marcos
9,Spring Lake Dam,5/2/2014,Vallisneria,NA,San Marcos
9,Spring Lake Dam,5/2/2014,Vallisneria,NA,San Marcos
4,Spring Lake Dam,5/2/2014,Potamogeton,5,San Marcos
16,Spring Lake Dam,5/2/2014,Potamogeton,5,San Marcos
15,Spring Lake Dam,5/2/2014,Hydrilla,NA,San Marcos
21,Spring Lake Dam,5/2/2014,Hydrilla,NA,San Marcos
34,Spring Lake Dam,5/2/2014,Hygrophila,NA,San Marcos
1,Spring Lake Dam,5/2/2014,Hygrophila,NA,San Marcos
13,City Park,10/20/2014,Hygrophila,NA,San Marcos
30,City Park,10/20/2014,Hygrophila,NA,San Marcos
13,City Park,10/20/2014,Hydrilla,NA,San Marcos
13,City Park,10/20/2014,Hydrilla,NA,San Marcos
2,City Park,10/20/2014,Sagittaria,1,San Marcos
5,City Park,10/20/2014,Sagittaria,1,San Marcos
7,City Park,10/20/2014,Potamogeton/Hygrophila,NA,San Marcos
14,City Park,10/20/2014,Potamogeton/Hygrophila,NA,San Marcos
3,I-35,10/21/2014,Hydrilla,NA,San Marcos
9,I-35,10/21/2014,Cabomba,7,San Marcos
15,I-35,10/21/2014,Cabomba,7,San Marcos
5,I-35,10/21/2014,Hygrophila,NA,San Marcos
2,I-35,10/21/2014,Sagittaria,1,San Marcos
4,I-35,10/21/2014,Sagittaria,1,San Marcos
73,Spring Lake Dam,10/21/2014,Vallisneria,NA,San Marcos
22,Spring Lake Dam,10/21/2014,Vallisneria,NA,San Marcos
3,Spring Lake Dam,10/21/2014,Potamogeton,5,San Marcos
3,Spring Lake Dam,10/21/2014,Hydrilla,NA,San Marcos
15,Spring Lake Dam,10/21/2014,Hydrilla,NA,San Marcos
